"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"AGM00060461","ORAN PORT, AG","2010-06-27","0.00","71","73","68"
"AGM00060461","ORAN PORT, AG","2010-06-28","0.00","72","73","70"
"AGM00060461","ORAN PORT, AG","2010-06-29","0.00","71","74","71"
"AGM00060461","ORAN PORT, AG","2010-06-30","0.08","72","74","69"
"AGM00060461","ORAN PORT, AG","2010-07-01","0.00","73","75","71"
"AGM00060461","ORAN PORT, AG","2010-07-02","0.00","74","76","72"
"AGM00060461","ORAN PORT, AG","2010-07-03","0.00","72","74","72"
"AGM00060461","ORAN PORT, AG","2010-07-04","0.00","74","77","72"
"AGM00060461","ORAN PORT, AG","2010-07-05","0.00","74","76",
"AGM00060461","ORAN PORT, AG","2010-07-06","0.00","74","77","72"
"AGM00060461","ORAN PORT, AG","2010-07-07","0.00","74","77","71"
"AGM00060461","ORAN PORT, AG","2010-07-08","0.00","75","79",
"AGM00060461","ORAN PORT, AG","2010-07-09","0.00","74","75","73"
"AGM00060461","ORAN PORT, AG","2010-07-10","0.00","76",,"73"
"AGM00060461","ORAN PORT, AG","2010-07-11","0.00","75","77","73"
"AGM00060461","ORAN PORT, AG","2010-07-12","0.00","75","77","73"
"AGM00060461","ORAN PORT, AG","2010-07-13","0.00","81","85","72"
"AGM00060461","ORAN PORT, AG","2010-07-14","0.00","82","86","77"
"AGM00060461","ORAN PORT, AG","2010-07-15","0.00","78","83",
"AGM00060461","ORAN PORT, AG","2010-07-16","0.00","76","78","73"
"AGM00060461","ORAN PORT, AG","2010-07-17","0.00","78","80","75"
"AGM00060461","ORAN PORT, AG","2010-07-18","0.00","77","78","77"
"AGM00060461","ORAN PORT, AG","2010-07-19","0.00","77","80","77"
"AGM00060461","ORAN PORT, AG","2010-07-20","0.00","77","78","74"
"AGM00060461","ORAN PORT, AG","2010-07-21","0.00","80","83","73"
"AGM00060461","ORAN PORT, AG","2010-07-22","0.00","80","86",
"AGM00060461","ORAN PORT, AG","2010-07-23","0.00","79","81","78"
"AGM00060461","ORAN PORT, AG","2010-07-24","0.00","78","79",
"AGM00060461","ORAN PORT, AG","2010-07-25","0.00","78","79","76"
"AGM00060461","ORAN PORT, AG","2010-07-26","0.00","78","80","75"
"AGM00060461","ORAN PORT, AG","2010-07-27","0.00","76","79","76"
"AGM00060461","ORAN PORT, AG","2010-07-28","0.00","76","77","72"
"AGM00060461","ORAN PORT, AG","2010-07-29","0.00","75","77","72"
"AGM00060461","ORAN PORT, AG","2010-07-30","0.00","77","79","75"
"AGM00060461","ORAN PORT, AG","2010-07-31","0.00","77","78","75"
"AGM00060461","ORAN PORT, AG","2010-08-01","0.00","77","78","75"
"AGM00060461","ORAN PORT, AG","2010-08-02","0.00","78","79","76"
"AGM00060461","ORAN PORT, AG","2010-08-03","0.00","78","79","75"
"AGM00060461","ORAN PORT, AG","2010-08-04","0.00","77","77","75"
"AGM00060461","ORAN PORT, AG","2010-08-05","0.00","78","82","73"
"AGM00060461","ORAN PORT, AG","2010-08-06","0.00","78","79",
"AGM00060461","ORAN PORT, AG","2010-08-07","0.00","75","76","72"
"AGM00060461","ORAN PORT, AG","2010-08-08","0.00","75","76","73"
"AGM00060461","ORAN PORT, AG","2010-08-09","0.00","77","78","75"
"AGM00060461","ORAN PORT, AG","2010-08-10","0.00","77","78","75"
"AGM00060461","ORAN PORT, AG","2010-08-11","0.00","79","82","76"
"AGM00060461","ORAN PORT, AG","2010-08-12","0.00","83","87",
"AGM00060461","ORAN PORT, AG","2010-08-13","0.00","79","81","78"
"AGM00060461","ORAN PORT, AG","2010-08-14","0.00","78","79","76"
"AGM00060461","ORAN PORT, AG","2010-08-15","0.00","77","79","74"
"AGM00060461","ORAN PORT, AG","2010-08-16","0.00","79","80","77"
"AGM00060461","ORAN PORT, AG","2010-08-17","0.00","78","79","76"
"AGM00060461","ORAN PORT, AG","2010-08-18","0.00","78","80","76"
"AGM00060461","ORAN PORT, AG","2010-08-19","0.24","77","79","72"
"AGM00060461","ORAN PORT, AG","2010-08-20","0.00","78","79","74"
"AGM00060461","ORAN PORT, AG","2010-08-21","0.00","78","79","78"
"AGM00060461","ORAN PORT, AG","2010-08-22","0.00","78","80","77"
"AGM00060461","ORAN PORT, AG","2010-08-23","0.00","78","80","76"
"AGM00060461","ORAN PORT, AG","2010-08-24","0.00","85","89","80"
"AGM00060461","ORAN PORT, AG","2010-08-25","0.00","81","86","76"
"AGM00060461","ORAN PORT, AG","2010-08-26","0.00","79","81","77"
"AGM00060461","ORAN PORT, AG","2010-08-27","0.00","79","82","77"
"AGM00060461","ORAN PORT, AG","2010-08-28","0.00","82","85","80"
"AGM00060461","ORAN PORT, AG","2010-08-29","0.00","80","82","79"
"AGM00060461","ORAN PORT, AG","2010-08-30","0.00","79","81","77"
"AGM00060461","ORAN PORT, AG","2010-08-31","0.00","77","79","76"
"AGM00060461","ORAN PORT, AG","2010-09-01","0.00","75","79","72"
"AGM00060461","ORAN PORT, AG","2010-09-02","0.00","77","79","73"
"AGM00060461","ORAN PORT, AG","2010-09-03","0.00","77","79","72"
"AGM00060461","ORAN PORT, AG","2010-09-04","0.00","76","78","72"
"AGM00060461","ORAN PORT, AG","2010-09-05","0.00","77","78","75"
"AGM00060461","ORAN PORT, AG","2010-09-06","0.00","76","78","72"
"AGM00060461","ORAN PORT, AG","2010-09-07","0.00","82","86","73"
"AGM00060461","ORAN PORT, AG","2010-09-08","0.00","79","84","72"
"AGM00060461","ORAN PORT, AG","2010-09-09","0.00","76","78","70"
"AGM00060461","ORAN PORT, AG","2010-09-10","0.00","76","79","73"
"AGM00060461","ORAN PORT, AG","2010-09-11","0.00","77","80","73"
"AGM00060461","ORAN PORT, AG","2010-09-12","0.00","76","80","71"
"AGM00060461","ORAN PORT, AG","2010-09-13","0.00","76","78","73"
"AGM00060461","ORAN PORT, AG","2010-09-14","0.00","74","76","71"
"AGM00060461","ORAN PORT, AG","2010-09-15","0.00","76","79","72"
"AGM00060461","ORAN PORT, AG","2010-09-16","0.00","76","79","70"
"AGM00060461","ORAN PORT, AG","2010-09-17","0.00","81",,"75"
"AGM00060461","ORAN PORT, AG","2010-09-18","0.43","75","78","73"
"AGM00060461","ORAN PORT, AG","2010-09-19","0.00","76","79","74"
"AGM00060461","ORAN PORT, AG","2010-09-20","0.00","76","78",
"AGM00060461","ORAN PORT, AG","2010-09-21","0.08","76","78","74"
"AGM00060461","ORAN PORT, AG","2010-09-22","0.00","76","77","72"
"AGM00060461","ORAN PORT, AG","2010-09-23","0.00","75","77","73"
"AGM00060461","ORAN PORT, AG","2010-09-24","0.03","78","79","75"
"AGM00060461","ORAN PORT, AG","2010-09-25","0.00","76","79","71"
"AGM00060461","ORAN PORT, AG","2010-09-26","0.00","74","77","72"
"AGM00060461","ORAN PORT, AG","2010-09-27","0.00","71","73","66"
"AGM00060461","ORAN PORT, AG","2010-09-28","0.00","73","76","67"
"AGM00060461","ORAN PORT, AG","2010-09-29","0.00","71","74","65"
"AGM00060461","ORAN PORT, AG","2010-09-30","0.00","74","77","69"
"AGM00060461","ORAN PORT, AG","2010-10-01","0.00","72","74","66"
"AGM00060461","ORAN PORT, AG","2010-10-02","0.00","72","75","68"
"AGM00060461","ORAN PORT, AG","2010-10-03","0.00","74","81","69"
"AGM00060461","ORAN PORT, AG","2010-10-04","0.00","75","83","70"
"AGM00060461","ORAN PORT, AG","2010-10-05","0.00","71","73","68"
"AGM00060461","ORAN PORT, AG","2010-10-06","0.00","72","74","70"
"AGM00060461","ORAN PORT, AG","2010-10-07","0.00","73","75",
"AGM00060461","ORAN PORT, AG","2010-10-08","0.00","72","76","70"
"AGM00060461","ORAN PORT, AG","2010-10-09","0.00","73","75","70"
"AGM00060461","ORAN PORT, AG","2010-10-10","0.51","69","75","66"
"AGM00060461","ORAN PORT, AG","2010-10-11","0.55","67","71","63"
"AGM00060461","ORAN PORT, AG","2010-10-12","0.00","67","70","64"
"AGM00060461","ORAN PORT, AG","2010-10-13","0.16","71","74","66"
"AGM00060461","ORAN PORT, AG","2010-10-14","0.00","69","73","65"
"AGM00060461","ORAN PORT, AG","2010-10-15","0.00","69","74","64"
"AGM00060461","ORAN PORT, AG","2010-10-16","0.00","69","73","62"
"AGM00060461","ORAN PORT, AG","2010-10-17","0.00","69","73","63"
"AGM00060461","ORAN PORT, AG","2010-10-18","0.00","65","70","62"
"AGM00060461","ORAN PORT, AG","2010-10-19","0.00","65","72","60"
"AGM00060461","ORAN PORT, AG","2010-10-20","0.00","65","68","59"
"AGM00060461","ORAN PORT, AG","2010-10-21","0.00","67","70","61"
"AGM00060461","ORAN PORT, AG","2010-10-22","0.00","66","69","61"
"AGM00060461","ORAN PORT, AG","2010-10-23","0.00","68","70","66"
"AGM00060461","ORAN PORT, AG","2010-10-24","0.12","67","69","65"
"AGM00060461","ORAN PORT, AG","2010-10-25","0.00","69","74","63"
"AGM00060461","ORAN PORT, AG","2010-10-26","0.00","64",,
"AGM00060461","ORAN PORT, AG","2010-10-27","0.00","64","73","55"
"AGM00060461","ORAN PORT, AG","2010-10-28","0.00","65","69","58"
"AGM00060461","ORAN PORT, AG","2010-10-29","0.00","65","70","57"
"AGM00060461","ORAN PORT, AG","2010-10-30","0.00","68","70","64"
"AGM00060461","ORAN PORT, AG","2010-10-31","0.00","67","73","65"
"AGM00060461","ORAN PORT, AG","2010-11-01","0.04","65","68","63"
"AGM00060461","ORAN PORT, AG","2010-11-02","0.00","66","68","64"
"AGM00060461","ORAN PORT, AG","2010-11-03","0.00","63","67","56"
"AGM00060461","ORAN PORT, AG","2010-11-04","0.00","65","69","58"
"AGM00060461","ORAN PORT, AG","2010-11-05","0.00","65","67","62"
"AGM00060461","ORAN PORT, AG","2010-11-06","0.00","63","67","60"
"AGM00060461","ORAN PORT, AG","2010-11-07","0.16","66","71","60"
"AGM00060461","ORAN PORT, AG","2010-11-08","0.00","65","71",
"AGM00060461","ORAN PORT, AG","2010-11-09","0.00","69","72","66"
"AGM00060461","ORAN PORT, AG","2010-11-10","0.12","64","68","61"
"AGM00060461","ORAN PORT, AG","2010-11-11","0.00","65","68","60"
"AGM00060461","ORAN PORT, AG","2010-11-12","0.00","62","67","56"
"AGM00060461","ORAN PORT, AG","2010-11-13","0.00","62","69","55"
"AGM00060461","ORAN PORT, AG","2010-11-14","0.00","62","67","57"
"AGM00060461","ORAN PORT, AG","2010-11-15",,"63","67","54"
"AGM00060461","ORAN PORT, AG","2010-11-16","0.00","60","64","55"
"AGM00060461","ORAN PORT, AG","2010-11-17","0.00","60","66","51"
"AGM00060461","ORAN PORT, AG","2010-11-18","0.00","64","68",
"AGM00060461","ORAN PORT, AG","2010-11-19","0.00","58","63","48"
"AGM00060461","ORAN PORT, AG","2010-11-20","0.00","62","68","54"
"AGM00060461","ORAN PORT, AG","2010-11-21","0.00","63","65",
"AGM00060461","ORAN PORT, AG","2010-11-22","0.00","62","64","62"
"AGM00060461","ORAN PORT, AG","2010-11-23","0.00","61","64","58"
"AGM00060461","ORAN PORT, AG","2010-11-24","0.00","63","65","58"
"AGM00060461","ORAN PORT, AG","2010-11-25","0.00","66","70","62"
"AGM00060461","ORAN PORT, AG","2010-11-26","0.00","61","62",
"AGM00060461","ORAN PORT, AG","2010-11-27","0.00","61","62",
"AGM00060461","ORAN PORT, AG","2010-11-28","0.24","60","64","56"
"AGM00060461","ORAN PORT, AG","2010-11-29","0.12","58","61","54"
"AGM00060461","ORAN PORT, AG","2010-11-30","0.02","65","72","61"
"AGM00060461","ORAN PORT, AG","2010-12-01","0.16","58","63",
"AGM00060461","ORAN PORT, AG","2010-12-02","0.24","57","61","54"
"AGM00060461","ORAN PORT, AG","2010-12-03","0.24","56","59","56"
"AGM00060461","ORAN PORT, AG","2010-12-04","0.12","53","58","47"
"AGM00060461","ORAN PORT, AG","2010-12-05","0.00","58","63","49"
"AGM00060461","ORAN PORT, AG","2010-12-06","0.00","71","80","52"
"AGM00060461","ORAN PORT, AG","2010-12-07","0.00","71","79",
"AGM00060461","ORAN PORT, AG","2010-12-08","0.00","69","77","63"
"AGM00060461","ORAN PORT, AG","2010-12-09","0.00","72","81","65"
"AGM00060461","ORAN PORT, AG","2010-12-10","0.00","63","65",
"AGM00060461","ORAN PORT, AG","2010-12-11","0.00","60","66","57"
"AGM00060461","ORAN PORT, AG","2010-12-12","0.00","60","62","56"
"AGM00060461","ORAN PORT, AG","2010-12-13","0.00","60","63","57"
"AGM00060461","ORAN PORT, AG","2010-12-14","0.00","59","62","56"
"AGM00060461","ORAN PORT, AG","2010-12-15","0.00","56","60",
"AGM00060461","ORAN PORT, AG","2010-12-16","0.00","49","54","45"
"AGM00060461","ORAN PORT, AG","2010-12-17","0.00","48","54","41"
"AGM00060461","ORAN PORT, AG","2010-12-18","0.00","60","66","50"
"AGM00060461","ORAN PORT, AG","2010-12-19","0.00","68","75","64"
"AGM00060461","ORAN PORT, AG","2010-12-20","0.00","60","66",
"AGM00060461","ORAN PORT, AG","2010-12-21","0.00","69","75","61"
"AGM00060461","ORAN PORT, AG","2010-12-22","0.00","64","68",
"AGM00060461","ORAN PORT, AG","2010-12-23","0.02","62","65","57"
"AGM00060461","ORAN PORT, AG","2010-12-24","0.00","58",,"55"
"AGM00060461","ORAN PORT, AG","2010-12-25","0.00","54","58",
"AGM00060461","ORAN PORT, AG","2010-12-26","0.04","54","55",
"AGM00060461","ORAN PORT, AG","2010-12-27","0.03","53","57","44"
"AGM00060461","ORAN PORT, AG","2010-12-28","0.00","55","63","47"
"AGM00060461","ORAN PORT, AG","2010-12-29","0.00","56","59","50"
"AGM00060461","ORAN PORT, AG","2010-12-30","0.00","56","61",
"AGM00060461","ORAN PORT, AG","2010-12-31","0.00","61","70","53"
"AGM00060461","ORAN PORT, AG","2011-01-01","0.00","62","68","56"
"AGM00060461","ORAN PORT, AG","2011-01-02","0.00","60","61","58"
"AGM00060461","ORAN PORT, AG","2011-01-03","0.03","60","64","56"
"AGM00060461","ORAN PORT, AG","2011-01-04","0.00","57","64","51"
"AGM00060461","ORAN PORT, AG","2011-01-05","0.00","58","64","50"
"AGM00060461","ORAN PORT, AG","2011-01-06","0.00","61","70",
"AGM00060461","ORAN PORT, AG","2011-01-07","0.00","69","77","59"
"AGM00060461","ORAN PORT, AG","2011-01-08","0.00","63","70","56"
"AGM00060461","ORAN PORT, AG","2011-01-09","0.00","61","68","58"
"AGM00060461","ORAN PORT, AG","2011-01-10","0.08","57","63",
"AGM00060461","ORAN PORT, AG","2011-01-11","0.12","57","64","51"
"AGM00060461","ORAN PORT, AG","2011-01-12","0.00","61","67","56"
"AGM00060461","ORAN PORT, AG","2011-01-13","0.00","58","65","50"
"AGM00060461","ORAN PORT, AG","2011-01-14","0.00","60","64",
"AGM00060461","ORAN PORT, AG","2011-01-15","0.00","56","61",
"AGM00060461","ORAN PORT, AG","2011-01-16","0.00","58","61","55"
"AGM00060461","ORAN PORT, AG","2011-01-17","0.00","58","61","56"
"AGM00060461","ORAN PORT, AG","2011-01-18","0.00","58","61","55"
"AGM00060461","ORAN PORT, AG","2011-01-19","0.00","57","59",
"AGM00060461","ORAN PORT, AG","2011-01-20","0.00","58","60","56"
"AGM00060461","ORAN PORT, AG","2011-01-21","0.00","54","59","50"
"AGM00060461","ORAN PORT, AG","2011-01-22","0.00","49","52","45"
"AGM00060461","ORAN PORT, AG","2011-01-23","0.00","49","52","46"
"AGM00060461","ORAN PORT, AG","2011-01-24","0.00","53","58","48"
"AGM00060461","ORAN PORT, AG","2011-01-25","0.00","56",,"55"
"AGM00060461","ORAN PORT, AG","2011-01-26","0.00","54","57","51"
"AGM00060461","ORAN PORT, AG","2011-01-27","0.08","56","62","54"
"AGM00060461","ORAN PORT, AG","2011-01-28","0.03","60","69","52"
"AGM00060461","ORAN PORT, AG","2011-01-29","0.12","57","61","54"
"AGM00060461","ORAN PORT, AG","2011-01-30","0.12","55","63",
"AGM00060461","ORAN PORT, AG","2011-01-31","0.43","52","54","49"
"AGM00060461","ORAN PORT, AG","2011-02-01","0.00","51","56","46"
"AGM00060461","ORAN PORT, AG","2011-02-02","0.24","51","56","47"
"AGM00060461","ORAN PORT, AG","2011-02-03","0.12","56","58","50"
"AGM00060461","ORAN PORT, AG","2011-02-04","0.00","53","58","45"
"AGM00060461","ORAN PORT, AG","2011-02-05","0.00","55","64","46"
"AGM00060461","ORAN PORT, AG","2011-02-06","0.00","55","62","50"
"AGM00060461","ORAN PORT, AG","2011-02-07","0.00","54","59",
"AGM00060461","ORAN PORT, AG","2011-02-08","0.00","54","58","48"
"AGM00060461","ORAN PORT, AG","2011-02-09","0.00","54","60","47"
"AGM00060461","ORAN PORT, AG","2011-02-10","0.00","56","61","52"
"AGM00060461","ORAN PORT, AG","2011-02-11","0.00","56","59","50"
"AGM00060461","ORAN PORT, AG","2011-02-12","0.00","55","59","48"
"AGM00060461","ORAN PORT, AG","2011-02-13","0.00","55",,"49"
"AGM00060461","ORAN PORT, AG","2011-02-14","0.08","59","62",
"AGM00060461","ORAN PORT, AG","2011-02-15","0.00","60","64","54"
"AGM00060461","ORAN PORT, AG","2011-02-16","0.16","60","67",
"AGM00060461","ORAN PORT, AG","2011-02-17","0.39","58","62","53"
"AGM00060461","ORAN PORT, AG","2011-02-18","0.00","60","64","57"
"AGM00060461","ORAN PORT, AG","2011-02-19","0.00","59","64","53"
"AGM00060461","ORAN PORT, AG","2011-02-20","0.00","60","64",
"AGM00060461","ORAN PORT, AG","2011-02-21","0.02","63","66",
"AGM00060461","ORAN PORT, AG","2011-02-22","0.00","63","67","60"
"AGM00060461","ORAN PORT, AG","2011-02-23","0.00","61","65","56"
"AGM00060461","ORAN PORT, AG","2011-02-24","0.00","60","66","54"
"AGM00060461","ORAN PORT, AG","2011-02-25","0.00","58","61","51"
"AGM00060461","ORAN PORT, AG","2011-02-26","0.00","61","70","53"
"AGM00060461","ORAN PORT, AG","2011-02-27","0.00","60","66",
"AGM00060461","ORAN PORT, AG","2011-02-28","0.00","53","58","50"
"AGM00060461","ORAN PORT, AG","2011-03-01","0.00","53","58","49"
"AGM00060461","ORAN PORT, AG","2011-03-02","0.08","51","54","46"
"AGM00060461","ORAN PORT, AG","2011-03-03","0.00","53","57","46"
"AGM00060461","ORAN PORT, AG","2011-03-04","0.00","56","61","48"
"AGM00060461","ORAN PORT, AG","2011-03-05","0.00","58","63","50"
"AGM00060461","ORAN PORT, AG","2011-03-06","0.00","60","62","59"
"AGM00060461","ORAN PORT, AG","2011-03-07","0.00","59","61","59"
"AGM00060461","ORAN PORT, AG","2011-03-08","0.00","62","64","57"
"AGM00060461","ORAN PORT, AG","2011-03-09","0.00","62","65","60"
"AGM00060461","ORAN PORT, AG","2011-03-10","0.00","60","61","59"
"AGM00060461","ORAN PORT, AG","2011-03-11","0.00","65","73","59"
"AGM00060461","ORAN PORT, AG","2011-03-12","0.02","61","66","54"
"AGM00060461","ORAN PORT, AG","2011-03-13","0.12","61","68","56"
"AGM00060461","ORAN PORT, AG","2011-03-14","0.00","66","79","59"
"AGM00060461","ORAN PORT, AG","2011-03-15","0.00","60","64","57"
"AGM00060461","ORAN PORT, AG","2011-03-16","0.00","61","64","54"
"AGM00060461","ORAN PORT, AG","2011-03-17","0.00","62",,"58"
"AGM00060461","ORAN PORT, AG","2011-03-18","0.00","60","64","56"
"AGM00060461","ORAN PORT, AG","2011-03-19","0.00","60","65","52"
"AGM00060461","ORAN PORT, AG","2011-03-20","0.00","60","65","56"
"AGM00060461","ORAN PORT, AG","2011-03-21","0.00","59","61","57"
"AGM00060461","ORAN PORT, AG","2011-03-22","0.00","58","60",
"AGM00060461","ORAN PORT, AG","2011-03-23","0.04","66","76","54"
"AGM00060461","ORAN PORT, AG","2011-03-24","0.00","72","76","61"
"AGM00060461","ORAN PORT, AG","2011-03-25","0.00","62","68","59"
"AGM00060461","ORAN PORT, AG","2011-03-26",,"61","62",
"AGM00060461","ORAN PORT, AG","2011-03-27","0.00","65","72","56"
"AGM00060461","ORAN PORT, AG","2011-03-28","0.00","64","68","58"
"AGM00060461","ORAN PORT, AG","2011-03-29","0.00","64","68","58"
"AGM00060461","ORAN PORT, AG","2011-03-30","0.00","64","70","60"
"AGM00060461","ORAN PORT, AG","2011-03-31","0.00","63","67","59"
"AGM00060461","ORAN PORT, AG","2011-04-01","0.00","68","72","63"
"AGM00060461","ORAN PORT, AG","2011-04-02","0.00","63","66","61"
"AGM00060461","ORAN PORT, AG","2011-04-03","0.00","65","68","62"
"AGM00060461","ORAN PORT, AG","2011-04-04","0.00","63","65","62"
"AGM00060461","ORAN PORT, AG","2011-04-05","0.00","63","64","62"
"AGM00060461","ORAN PORT, AG","2011-04-06","0.00","67","72","62"
"AGM00060461","ORAN PORT, AG","2011-04-07","0.00","62","63","61"
"AGM00060461","ORAN PORT, AG","2011-04-08","0.00","60","62","58"
"AGM00060461","ORAN PORT, AG","2011-04-09","0.00","62","68","58"
"AGM00060461","ORAN PORT, AG","2011-04-10","0.00","71",,"65"
"AGM00060461","ORAN PORT, AG","2011-04-11","0.00","63","64","63"
"AGM00060461","ORAN PORT, AG","2011-04-12","0.00","62","64","61"
"AGM00060461","ORAN PORT, AG","2011-04-13","0.00","63","65","59"
"AGM00060461","ORAN PORT, AG","2011-04-14","0.00","65","67",
"AGM00060461","ORAN PORT, AG","2011-04-15","0.00","63","65","62"
"AGM00060461","ORAN PORT, AG","2011-04-16","0.00","62","65","60"
"AGM00060461","ORAN PORT, AG","2011-04-17","0.00","61","62","59"
"AGM00060461","ORAN PORT, AG","2011-04-18","0.00","62","63",
"AGM00060461","ORAN PORT, AG","2011-04-19","0.00","62","64","61"
"AGM00060461","ORAN PORT, AG","2011-04-20","0.00","62","62","60"
"AGM00060461","ORAN PORT, AG","2011-04-21","0.04","63","64","61"
"AGM00060461","ORAN PORT, AG","2011-04-22","0.01","63","67",
"AGM00060461","ORAN PORT, AG","2011-04-23","0.08","63","67","57"
"AGM00060461","ORAN PORT, AG","2011-04-24","0.28","59","59","58"
"AGM00060461","ORAN PORT, AG","2011-04-25","0.59","61","63","59"
"AGM00060461","ORAN PORT, AG","2011-04-26","0.24","63","65","58"
"AGM00060461","ORAN PORT, AG","2011-04-27","0.00","68","74","61"
"AGM00060461","ORAN PORT, AG","2011-04-28","0.00","66","68","64"
"AGM00060461","ORAN PORT, AG","2011-04-29","0.00","63","65",
"AGM00060461","ORAN PORT, AG","2011-04-30","0.08","65","71","60"
"AGM00060461","ORAN PORT, AG","2011-05-01","0.00","67","70","62"
"AGM00060461","ORAN PORT, AG","2011-05-02","0.28","62","65","57"
"AGM00060461","ORAN PORT, AG","2011-05-03","0.00","68","71","61"
"AGM00060461","ORAN PORT, AG","2011-05-04","0.00","66","72","60"
"AGM00060461","ORAN PORT, AG","2011-05-05","0.00","64",,"62"
"AGM00060461","ORAN PORT, AG","2011-05-06","0.00","65","68","63"
"AGM00060461","ORAN PORT, AG","2011-05-07","0.00","69","72","66"
"AGM00060461","ORAN PORT, AG","2011-05-08","0.00","67","70","61"
"AGM00060461","ORAN PORT, AG","2011-05-09","0.00","67","72","63"
"AGM00060461","ORAN PORT, AG","2011-05-10","0.00","65","67","63"
"AGM00060461","ORAN PORT, AG","2011-05-11","0.00","66","68","63"
"AGM00060461","ORAN PORT, AG","2011-05-12","0.00","66","68","63"
"AGM00060461","ORAN PORT, AG","2011-05-13","0.00","66","67","64"
"AGM00060461","ORAN PORT, AG","2011-05-14","0.00","66","67","63"
"AGM00060461","ORAN PORT, AG","2011-05-15","0.00","66","67","65"
"AGM00060461","ORAN PORT, AG","2011-05-16","0.00","66","67","63"
"AGM00060461","ORAN PORT, AG","2011-05-17","0.08","64","67",
"AGM00060461","ORAN PORT, AG","2011-05-18","0.12","64","65",
"AGM00060461","ORAN PORT, AG","2011-05-19","0.35","65","67",
"AGM00060461","ORAN PORT, AG","2011-05-20","0.00","65","66","64"
"AGM00060461","ORAN PORT, AG","2011-05-21","0.16","66","68","63"
"AGM00060461","ORAN PORT, AG","2011-05-22","0.00","67","69","60"
"AGM00060461","ORAN PORT, AG","2011-05-23","0.00","69",,"62"
"AGM00060461","ORAN PORT, AG","2011-05-24","0.00","73","77","65"
"AGM00060461","ORAN PORT, AG","2011-05-25","0.00","74",,"69"
"AGM00060461","ORAN PORT, AG","2011-05-26","0.00","71","77","67"
"AGM00060461","ORAN PORT, AG","2011-05-27","0.00","74","86","70"
"AGM00060461","ORAN PORT, AG","2011-05-28","0.00","78","89","71"
"AGM00060461","ORAN PORT, AG","2011-05-29","0.00","74","83","69"
"AGM00060461","ORAN PORT, AG","2011-05-30","0.00","74","77","70"
"AGM00060461","ORAN PORT, AG","2011-05-31","0.00","72",,"68"
"AGM00060461","ORAN PORT, AG","2011-06-01","0.00","70","74","68"
"AGM00060461","ORAN PORT, AG","2011-06-02","0.00","68","69","67"
"AGM00060461","ORAN PORT, AG","2011-06-03","0.00","66","67","64"
"AGM00060461","ORAN PORT, AG","2011-06-04","0.00","66","67","63"
"AGM00060461","ORAN PORT, AG","2011-06-05","0.00","68","70","65"
"AGM00060461","ORAN PORT, AG","2011-06-06","0.00","69","74","66"
"AGM00060461","ORAN PORT, AG","2011-06-07","0.00","72","76","68"
"AGM00060461","ORAN PORT, AG","2011-06-08","0.00","71","76","66"
"AGM00060461","ORAN PORT, AG","2011-06-09","0.00","68","71","66"
"AGM00060461","ORAN PORT, AG","2011-06-10","0.00","72","74","68"
"AGM00060461","ORAN PORT, AG","2011-06-11","0.00","70","72","66"
"AGM00060461","ORAN PORT, AG","2011-06-12","0.00","71","75","66"
"AGM00060461","ORAN PORT, AG","2011-06-13","0.00","71","73","68"
"AGM00060461","ORAN PORT, AG","2011-06-14","0.00","74","82","70"
"AGM00060461","ORAN PORT, AG","2011-06-15","0.00","72","75","68"
"AGM00060461","ORAN PORT, AG","2011-06-16","0.00","74","77","68"
"AGM00060461","ORAN PORT, AG","2011-06-17","0.00","77","80","73"
"AGM00060461","ORAN PORT, AG","2011-06-18","0.00","82",,"77"
"AGM00060461","ORAN PORT, AG","2011-06-19","0.00","75",,
"AGM00060461","ORAN PORT, AG","2011-06-20","0.00","73","74","73"
"AGM00060461","ORAN PORT, AG","2011-06-21","0.00","74","75","72"
"AGM00060461","ORAN PORT, AG","2011-06-22","0.00","75","76","73"
"AGM00060461","ORAN PORT, AG","2011-06-23","0.00","75","77","72"
"AGM00060461","ORAN PORT, AG","2011-06-24","0.00","75","76",
"AGM00060461","ORAN PORT, AG","2011-06-25","0.00","74","76","71"
"AGM00060461","ORAN PORT, AG","2011-06-26","0.00","75","76","71"
"AGM00060461","ORAN PORT, AG","2011-06-27","0.00","73","76","71"
"AGM00060461","ORAN PORT, AG","2011-06-28","0.00","74","78","70"
"AGM00060461","ORAN PORT, AG","2011-06-29","0.00","74","78","70"
"AGM00060461","ORAN PORT, AG","2011-06-30","0.00","76","77","72"
"AGM00060461","ORAN PORT, AG","2011-07-01","0.00","74","76","73"
"AGM00060461","ORAN PORT, AG","2011-07-02","0.00","76","79","72"
"AGM00060461","ORAN PORT, AG","2011-07-03","0.00","83","88","75"
"AGM00060461","ORAN PORT, AG","2011-07-04","0.00","76","78","75"
"AGM00060461","ORAN PORT, AG","2011-07-05","0.00","73","76","68"
"AGM00060461","ORAN PORT, AG","2011-07-06","0.00","77","80","72"
"AGM00060461","ORAN PORT, AG","2011-07-07","0.00","85","92","75"
"AGM00060461","ORAN PORT, AG","2011-07-08","0.00","77","82",
"AGM00060461","ORAN PORT, AG","2011-07-09","0.00","77","79","74"
"AGM00060461","ORAN PORT, AG","2011-07-10","0.00","78","79","75"
"AGM00060461","ORAN PORT, AG","2011-07-11","0.00","77","83","75"
